"human_gene_symbol"	"human_entrez_ID"	"mouse_gene_symbol"	"mouse_entrez_ID"
"APEX1"	"      328"	"Apex1"	"    11792"
"APOBEC1"	"      339"	"Apobec1"	"    11810"
"APOC4"	"      346"	"Apoc4"	"    11425"
"APOD"	"      347"	"Apod"	"    11815"
"ARAF"	"      369"	"Araf"	"    11836"
"ARCN1"	"      372"	"Arcn1"	"   213827"
"TRIM23"	"      373"	"Trim23"	"    81003"
"AREG"	"      374"	"Areg"	"    11839"
"ARL4D"	"      379"	"Arl4d"	"    80981"
"ARF6"	"      382"	"Arf6"	"    11845"
"ARL2"	"      402"	"Arl2"	"    56327"
"ARNT"	"      405"	"Arnt"	"    11863"
"ASIP"	"      434"	"a"	"    50518"
"ATF3"	"      467"	"Atf3"	"    11910"
"ATF4"	"      468"	"Atf4"	"    11911"
"ATP5PF"	"      522"	"Atp5j"	"    11957"
"ATP5F1B"	"      506"	"Atp5b"	"    11947"
"ATP5PB"	"      515"	"Atp5f1"	"    11950"
"ATP6V1B2"	"      526"	"Atp6v1b2"	"    11966"
"ATP6V1C1"	"      528"	"Atp6v1c1"	"    66335"
"ATP6V1E1"	"      529"	"Atp6v1e1"	"    11973"
"ATP5PO"	"      539"	"Atp5o"	"    28080"
"AUH"	"      549"	"Auh"	"    11992"
"BAAT"	"      570"	"Baat"	"    12012"
"BCL7B"	"     9275"	"Bcl7b"	"    12054"
"CFB"	"      629"	"Cfb"	"    14962"
"BGN"	"      633"	"Bgn"	"    12111"
"BLK"	"      640"	"Blk"	"    12143"
"CXCR5"	"      643"	"Cxcr5"	"    12145"
"TEC"	"     7006"	"Tec"	"    21682"
"POLR3D"	"      661"	"Polr3d"	"    67065"
"BSG"	"      682"	"Bsg"	"    12215"
"BTC"	"      685"	"Btc"	"    12223"
"BTN1A1"	"      696"	"Btn1a1"	"    12231"
"C1R"	"      715"	"C1ra"	"    50909"
"C1R"	"      715"	"C1rb"	"   667277"
"C1S"	"      716"	"C1s2"	"   317677"
"C1S"	"      716"	"C1s1"	"    50908"
"CAMLG"	"      819"	"Caml"	"    12328"
"CANX"	"      821"	"Canx"	"    12330"
"CAPN2"	"      824"	"Capn2"	"    12334"
"CAPNS1"	"      826"	"Capns1"	"    12336"
"CARS"	"      833"	"Cars"	"    27267"
"CAV1"	"      857"	"Cav1"	"    12389"
"RUNX1"	"      861"	"Runx1"	"    12394"
"CCND1"	"      595"	"Ccnd1"	"    12443"
"CCNF"	"      899"	"Ccnf"	"    12449"
"CCT6A"	"      908"	"Cct6a"	"    12466"
"CD1D"	"      912"	"Cd1d1"	"    12479"
"CD2"	"      914"	"Cd2"	"    12481"
"CD19"	"      930"	"Cd19"	"    12478"
"CD34"	"      947"	"Cd34"	"    12490"
"CD38"	"      952"	"Cd38"	"    12494"
"CD47"	"      961"	"Cd47"	"    16423"
"CD48"	"      962"	"Cd48"	"    12506"
"CD72"	"      971"	"Cd72"	"    12517"
"SEPTIN7"	"      989"	"Sept7"	"   235072"
"CDC25A"	"      993"	"Cdc25a"	"    12530"
"CDC25C"	"      995"	"Cdc25c"	"    12532"
"CDH5"	"     1003"	"Cdh5"	"    12562"
"CDH11"	"     1009"	"Cdh11"	"    12552"
"CDK7"	"     1022"	"Cdk7"	"    12572"
"CDO1"	"     1036"	"Cdo1"	"    12583"
"CEBPE"	"     1053"	"Cebpe"	"   110794"
"CEBPG"	"     1054"	"Cebpg"	"    12611"
"CENPA"	"     1058"	"Cenpa"	"    12615"
"CENPB"	"     1059"	"Cenpb"	"    12616"
"CENPC"	"     1060"	"Cenpc1"	"    12617"
"CTSC"	"     1075"	"Ctsc"	"    13032"
"CLU"	"     1191"	"Clu"	"    12759"
"CLTA"	"     1211"	"Clta"	"    12757"
"CCR7"	"     1236"	"Ccr7"	"    12775"
"CNR2"	"     1269"	"Cnr2"	"    12802"
"COL4A2"	"     1284"	"Col4a2"	"    12827"
"COL6A1"	"     1291"	"Col6a1"	"    12833"
"COL6A2"	"     1292"	"Col6a2"	"    12834"
"COL15A1"	"     1306"	"Col15a1"	"    12819"
"COL16A1"	"     1307"	"Col16a1"	"   107581"
"SLC31A1"	"     1317"	"Slc31a1"	"    20529"
"COX7B"	"     1349"	"Cox7b"	"    66142"
"CAD"	"      790"	"Cad"	"    69719"
"CPT1A"	"     1374"	"Cpt1a"	"    12894"
"CRABP2"	"     1382"	"Crabp2"	"    12904"
"HAPLN1"	"     1404"	"Hapln1"	"    12950"
"CRYBA4"	"     1413"	"Cryba4"	"    12959"
"CTH"	"     1491"	"Cth"	"   107869"
"CTNNA1"	"     1495"	"Ctnna1"	"    12385"
"CTNNB1"	"     1499"	"Ctnnb1"	"    12387"
"DBT"	"     1629"	"Dbt"	"    13171"
"DDB1"	"     1642"	"Ddb1"	"    13194"
"GADD45A"	"     1647"	"Gadd45a"	"    13197"
"DHPS"	"     1725"	"Dhps"	"   330817"
"MPP7"	"   143098"	"Mpp7"	"    75739"
"DLST"	"     1743"	"Dlst"	"    78920"
"DPT"	"     1805"	"Dpt"	"    56429"
"ATN1"	"     1822"	"Atn1"	"    13498"
"DSG2"	"     1829"	"Dsg2"	"    13511"
"HBEGF"	"     1839"	"Hbegf"	"    15200"
"DUSP7"	"     1849"	"Dusp7"	"   235584"
"E2F4"	"     1874"	"E2f4"	"   104394"
"E2F5"	"     1875"	"E2f5"	"    13559"
"E2F6"	"     1876"	"E2f6"	"    50496"
"EDN1"	"     1906"	"Edn1"	"    13614"
"EDNRA"	"     1909"	"Ednra"	"    13617"
"EEF1B2"	"     1933"	"Eef1b2"	"    55949"
"EFNA5"	"     1946"	"Efna5"	"    13640"
"EGF"	"     1950"	"Egf"	"    13645"
"EHHADH"	"     1962"	"Ehhadh"	"    74147"
"EIF4A2"	"     1974"	"Eif4a2"	"    13682"
"EIF5A2"	"    56648"	"Eif5a2"	"   208691"
"ELK4"	"     2005"	"Elk4"	"    13714"
"ADGRE1"	"     2015"	"Adgre1"	"    13733"
"DMTN"	"     2039"	"Dmtn"	"    13829"
"ERCC1"	"     2067"	"Ercc1"	"    13870"
"ETFB"	"     2109"	"Etfb"	"   110826"
"ETV4"	"     2118"	"Etv4"	"    18612"
"EVPL"	"     2125"	"Evpl"	"    14027"
"EYA3"	"     2140"	"Eya3"	"    14050"
"F2R"	"     2149"	"F2r"	"    14062"
"F3"	"     2152"	"F3"	"    14066"
"FBLN2"	"     2199"	"Fbln2"	"    14115"
"FBN2"	"     2201"	"Fbn2"	"    14119"
"FCER1A"	"     2205"	"Fcer1a"	"    14125"
"FCER2"	"     2208"	"Fcer2a"	"    14128"
"FCN1"	"     2219"	"Fcnb"	"    14134"
"FDPS"	"     2224"	"Fdps"	"   110196"
"FGF2"	"     2247"	"Fgf2"	"    14173"
"FGF9"	"     2254"	"Fgf9"	"    14180"
"FKBP3"	"     2287"	"Fkbp3"	"    30795"
"FOXO1"	"     2308"	"Foxo1"	"    56458"
"FMOD"	"     2331"	"Fmod"	"    14264"
"FMR1"	"     2332"	"Fmr1"	"    14265"
"FN1"	"     2335"	"Fn1"	"    14268"
"FNTA"	"     2339"	"Fnta"	"    14272"
"FNTB"	"     2342"	"Fntb"	"   110606"
"FUT4"	"     2526"	"Fut4"	"    14345"
"KDSR"	"     2531"	"Kdsr"	"    70750"
"GAB1"	"     2549"	"Gab1"	"    14388"
"GABPA"	"     2551"	"Gabpa"	"    14390"
"GARS"	"     2617"	"Gars"	"   353172"
"GAS1"	"     2619"	"Gas1"	"    14451"
"GATA1"	"     2623"	"Gata1"	"    14460"
"GATA3"	"     2625"	"Gata3"	"    14462"
"GFAP"	"     2670"	"Gfap"	"    14580"
"GCLM"	"     2730"	"Gclm"	"    14630"
"GNA15"	"     2769"	"Gna15"	"    14676"
"GNAQ"	"     2776"	"Gnaq"	"    14682"
"GNS"	"     2799"	"Gns"	"    75612"
"GOT1"	"     2805"	"Got1"	"    14718"
"GOT2"	"     2806"	"Got2"	"    14719"
"GRB2"	"     2885"	"Grb2"	"    14784"
"GRN"	"     2896"	"Grn"	"    14824"
"GRIK5"	"     2901"	"Grik5"	"    14809"
"GTF2F1"	"     2962"	"Gtf2f1"	"    98053"
"HARS"	"     3035"	"Hars"	"    15115"
"HTT"	"     3064"	"Htt"	"    15194"
"HIVEP1"	"     3096"	"Hivep1"	"   110521"
"HLA-DOA"	"     3111"	"H2-Oa"	"    15001"
"HLA-DOB"	"     3112"	"H2-Ob"	"    15002"
"HLA-DQB1"	"     3119"	"H2-Ab1"	"    14961"
"HMGCS1"	"     3157"	"Hmgcs1"	"   208715"
"HMOX2"	"     3163"	"Hmox2"	"    15369"
"NR4A1"	"     3164"	"Nr4a1"	"    15370"
"HOXB3"	"     3213"	"Hoxb3"	"    15410"
"HSPA4"	"     3308"	"Hspa4"	"    15525"
"HSPD1"	"     3329"	"Hspd1"	"    15510"
"IRF8"	"     3394"	"Irf8"	"    15900"
"ID1"	"     3397"	"Id1"	"    15901"
"ID2"	"     3398"	"Id2"	"    15902"
"ID3"	"     3399"	"Id3"	"    15903"
"IFNB1"	"     3456"	"Ifnb1"	"    15977"
"IGFBP6"	"     3489"	"Igfbp6"	"    16012"
"IGHMBP2"	"     3508"	"Ighmbp2"	"    20589"
"IL1RAP"	"     3556"	"Il1rap"	"    16180"
"IL6ST"	"     3572"	"Il6st"	"    16195"
"IL7R"	"     3575"	"Il7r"	"    16197"
"IL12B"	"     3593"	"Il12b"	"    16160"
"IL13"	"     3596"	"Il13"	"    16163"
"IL15RA"	"     3601"	"Il15ra"	"    16169"
"INHBA"	"     3624"	"Inhba"	"    16323"
"INHBB"	"     3625"	"Inhbb"	"    16324"
"INPP1"	"     3628"	"Inpp1"	"    16329"
"ACO1"	"       48"	"Aco1"	"    11428"
"IRF1"	"     3659"	"Irf1"	"    16362"
"IRF2"	"     3660"	"Irf2"	"    16363"
"ITGA2"	"     3673"	"Itga2"	"    16398"
"ITGA9"	"     3680"	"Itga9"	"   104099"
"ITGAL"	"     3683"	"Itgal"	"    16408"
"ITPKA"	"     3706"	"Itpka"	"   228550"
"ITPKB"	"     3707"	"Itpkb"	"   320404"
"ITPR1"	"     3708"	"Itpr1"	"    16438"
"ITPR3"	"     3710"	"Itpr3"	"    16440"
"IVD"	"     3712"	"Ivd"	"    56357"
"JAG2"	"     3714"	"Jag2"	"    16450"
"JAK1"	"     3716"	"Jak1"	"    16451"
"JUN"	"     3725"	"Jun"	"    16476"
"JUP"	"     3728"	"Jup"	"    16480"
"KCNJ10"	"     3766"	"Kcnj10"	"    16513"
"KCNN4"	"     3783"	"Kcnn4"	"    16534"
"KLRD1"	"     3824"	"Klrd1"	"    16643"
"KPNB1"	"     3837"	"Kpnb1"	"    16211"
"KPNA2"	"     3838"	"Kpna2"	"    16647"
"IPO5"	"     3843"	"Ipo5"	"    70572"
"KRT86"	"     3892"	"Krt86"	"    16679"
"AFF3"	"     3899"	"Aff3"	"    16764"
"LAG3"	"     3902"	"Lag3"	"    16768"
"LAMB1"	"     3912"	"Lamb1"	"    16777"
"LAMB2"	"     3913"	"Lamb2"	"    16779"
"LAMC1"	"     3915"	"Lamc1"	"   226519"
"LEPR"	"     3953"	"Lepr"	"    16847"
"LIF"	"     3976"	"Lif"	"    16878"
"LIFR"	"     3977"	"Lifr"	"    16880"
"LIG4"	"     3981"	"Lig4"	"   319583"
"LIMK1"	"     3984"	"Limk1"	"    16885"
"LOX"	"     4015"	"Lox"	"    16948"
"LOXL2"	"     4017"	"Loxl2"	"    94352"
"LRP1"	"     4035"	"Lrp1"	"    16971"
"LRP5"	"     4041"	"Lrp5"	"    16973"
"LRP6"	"     4040"	"Lrp6"	"    16974"
"LSP1"	"     4046"	"Lsp1"	"    16985"
"LTB"	"     4050"	"Ltb"	"    16994"
"LTBR"	"     4055"	"Ltbr"	"    17000"
"LTF"	"     4057"	"Ltf"	"    17002"
"LY9"	"     4063"	"Ly9"	"    17085"
"SH2D1A"	"     4068"	"Sh2d1a"	"    20400"
"TACSTD2"	"     4070"	"Tacstd2"	"    56753"
"EPCAM"	"     4072"	"Epcam"	"    17075"
"MXD1"	"     4084"	"Mxd1"	"    17119"
"MAD2L1"	"     4085"	"Mad2l1"	"    56150"
"MAFK"	"     7975"	"Mafk"	"    17135"
"MAG"	"     4099"	"Mag"	"    17136"
"MAGOH"	"     4116"	"Magoh"	"    17149"
"MAN2A1"	"     4124"	"Man2a1"	"    17158"
"MAP1A"	"     4130"	"Map1a"	"    17754"
"MAP2"	"     4133"	"Map2"	"    17756"
"MAP4"	"     4134"	"Map4"	"    17758"
"MAX"	"     4149"	"Max"	"    17187"
"MBP"	"     4155"	"Mbp"	"    17196"
"MC1R"	"     4157"	"Mc1r"	"    17199"
"MCM3"	"     4172"	"Mcm3"	"    17215"
"MDK"	"     4192"	"Mdk"	"    17242"
"MDM2"	"     4193"	"Mdm2"	"    17246"
"MDM4"	"     4194"	"Mdm4"	"    17248"
"SLC3A2"	"     6520"	"Slc3a2"	"    17254"
"MEST"	"     4232"	"Mest"	"    17294"
"MFAP2"	"     4237"	"Mfap2"	"    17150"
"MFNG"	"     4242"	"Mfng"	"    17305"
"MGAT1"	"     4245"	"Mgat1"	"    17308"
"MGAT2"	"     4247"	"Mgat2"	"   217664"
"MGAT5"	"     4249"	"Mgat5"	"   107895"
"MGST2"	"     4258"	"Mgst2"	"   211666"
"MKI67"	"     4288"	"Mki67"	"    17345"
"MMP19"	"     4327"	"Mmp19"	"    58223"
"MNAT1"	"     4331"	"Mnat1"	"    17420"
"MPG"	"     4350"	"Mpg"	"   268395"
"MPI"	"     4351"	"Mpi"	"   110119"
"MPP1"	"     4354"	"Mpp1"	"    17524"
"MSH3"	"     4437"	"Msh3"	"    17686"
"MSH4"	"     4438"	"Msh4"	"    55993"
"MSMB"	"     4477"	"Msmb"	"    17695"
"MSN"	"     4478"	"Msn"	"    17698"
"MAP3K10"	"     4294"	"Map3k10"	"   269881"
"MST1R"	"     4486"	"Mst1r"	"    19882"
"MSX1"	"     4487"	"Msx1"	"    17701"
"MSX2"	"     4488"	"Msx2"	"    17702"
"MTAP"	"     4507"	"Mtap"	"    66902"
"NUDT1"	"     4521"	"Nudt1"	"    17766"
"MTIF2"	"     4528"	"Mtif2"	"    76784"
"IRF4"	"     3662"	"Irf4"	"    16364"
"MVD"	"     4597"	"Mvd"	"   192156"
"MYBPC1"	"     4604"	"Mybpc1"	"   109272"
"MYBL2"	"     4605"	"Mybl2"	"    17865"
"MYD88"	"     4615"	"Myd88"	"    17874"
"PPP1R12A"	"     4659"	"Ppp1r12a"	"    17931"
"NUBP1"	"     4682"	"Nubp1"	"    26425"
"NBN"	"     4683"	"Nbn"	"    27354"
"NCBP1"	"     4686"	"Ncbp1"	"   433702"
"NDUFA6"	"     4700"	"Ndufa6"	"    67130"
"NDUFB6"	"     4712"	"Ndufb6"	"   230075"
"NDUFC1"	"     4717"	"Ndufc1"	"    66377"
"NDUFS4"	"     4724"	"Ndufs4"	"    17993"
"NDUFS8"	"     4728"	"Ndufs8"	"   225887"
"NEK3"	"     4752"	"Nek3"	"    23954"
"NEO1"	"     4756"	"Neo1"	"    18007"
"NFIX"	"     4784"	"Nfix"	"    18032"
"NFKB2"	"     4791"	"Nfkb2"	"    18034"
"NFX1"	"     4799"	"Nfx1"	"    74164"
"NGFR"	"     4804"	"Ngfr"	"    18053"
"NID1"	"     4811"	"Nid1"	"    18073"
"GPNMB"	"    10457"	"Gpnmb"	"    93695"
"NPAS2"	"     4862"	"Npas2"	"    18143"
"NPAT"	"     4863"	"Npat"	"   244879"
"NT5E"	"     4907"	"Nt5e"	"    23959"
"NTHL1"	"     4913"	"Nthl1"	"    18207"
"NUP88"	"     4927"	"Nup88"	"    19069"
"NVL"	"     4931"	"Nvl"	"    67459"
"OAS1"	"     4938"	"Oas1a"	"   246730"
"OAS1"	"     4938"	"Oas1g"	"    23960"
"ODC1"	"     4953"	"Odc1"	"    18263"
"ODF2"	"     4957"	"Odf2"	"    18286"
"OGG1"	"     4968"	"Ogg1"	"    18294"
"OLR1"	"     4973"	"Olr1"	"   108078"
"OPHN1"	"     4983"	"Ophn1"	"    94190"
"P2RX1"	"     5023"	"P2rx1"	"    18436"
"P2RX3"	"     5024"	"P2rx3"	"   228139"
"P2RX4"	"     5025"	"P2rx4"	"    18438"
"P2RX7"	"     5027"	"P2rx7"	"    18439"
"P2RY1"	"     5028"	"P2ry1"	"    18441"
"P2RY2"	"     5029"	"P2ry2"	"    18442"
"FURIN"	"     5045"	"Furin"	"    18550"
"PAFAH1B2"	"     5049"	"Pafah1b2"	"    18475"
"PAFAH1B3"	"     5050"	"Pafah1b3"	"    18476"
"PAK1"	"     5058"	"Pak1"	"    18479"
"PALM"	"     5064"	"Palm"	"    18483"
"PAWR"	"     5074"	"Pawr"	"   114774"
"PCNA"	"     5111"	"Pcna"	"    18538"
"PCOLCE"	"     5118"	"Pcolce"	"    18542"
"CDK18"	"     5129"	"Cdk18"	"    18557"
"PDCD2"	"     5134"	"Pdcd2"	"    18567"
"PDE2A"	"     5138"	"Pde2a"	"   207728"
"PDE4B"	"     5142"	"Pde4b"	"    18578"
"PDE6D"	"     5147"	"Pde6d"	"    18582"
"PDE7A"	"     5150"	"Pde7a"	"    18583"
"PDE8A"	"     5151"	"Pde8a"	"    18584"
"PDGFRB"	"     5159"	"Pdgfrb"	"    18596"
"PDZK1"	"     5174"	"Pdzk1"	"    59020"
"SERPINF1"	"     5176"	"Serpinf1"	"    20317"
"PER1"	"     5187"	"Per1"	"    18626"
"PEX13"	"     5194"	"Pex13"	"    72129"
"CFP"	"     5199"	"Cfp"	"    18636"
"PFDN5"	"     5204"	"Pfdn5"	"    56612"
"PFN2"	"     5217"	"Pfn2"	"    18645"
"PGF"	"     5228"	"Pgf"	"    18654"
"PGM1"	"     5236"	"Pgm1"	"    72157"
"PHB"	"     5245"	"Phb"	"    18673"
"PHKA1"	"     5255"	"Phka1"	"    18679"
"PIGA"	"     5277"	"Piga"	"    18700"
"PIK3C3"	"     5289"	"Pik3c3"	"   225326"
"PLAG1"	"     5324"	"Plag1"	"    56711"
"PLAGL2"	"     5326"	"Plagl2"	"    54711"
"PLCG1"	"     5335"	"Plcg1"	"    18803"
"PLEK"	"     5341"	"Plek"	"    56193"
"PLIN1"	"     5346"	"Plin1"	"   103968"
"PLP2"	"     5355"	"Plp2"	"    18824"
"PLRG1"	"     5356"	"Plrg1"	"    53317"
"POLB"	"     5423"	"Polb"	"    18970"
"POLD1"	"     5424"	"Pold1"	"    18971"
"POLE2"	"     5427"	"Pole2"	"    18974"
"POLG"	"     5428"	"Polg"	"    18975"
"POLR2C"	"     5432"	"Polr2c"	"    20021"
"POLR2E"	"     5434"	"Polr2e"	"    66420"
"POLR2G"	"     5436"	"Polr2g"	"    67710"
"PPL"	"     5493"	"Ppl"	"    19041"
"PPM1B"	"     5495"	"Ppm1b"	"    19043"
"PPP1R7"	"     5510"	"Ppp1r7"	"    66385"
"PPP1R10"	"     5514"	"Ppp1r10"	"    52040"
"PPP2R2A"	"     5520"	"Ppp2r2a"	"    71978"
"PPP4C"	"     5531"	"Ppp4c"	"    56420"
"PRELP"	"     5549"	"Prelp"	"   116847"
"PREP"	"     5550"	"Prep"	"    19072"
"PRG2"	"     5553"	"Prg2"	"    19074"
"PKN2"	"     5586"	"Pkn2"	"   109333"
"PRKD3"	"    23683"	"Prkd3"	"    75292"
"PRKCSH"	"     5589"	"Prkcsh"	"    19089"
"MAPK4"	"     5596"	"Mapk4"	"   225724"
"MAPK7"	"     5598"	"Mapk7"	"    23939"
"MAP2K1"	"     5604"	"Map2k1"	"    26395"
"PROX1"	"     5629"	"Prox1"	"    19130"
"PRPSAP2"	"     5636"	"Prpsap2"	"   212627"
"PSMA1"	"     5682"	"Psma1"	"    26440"
"PSMA2"	"     5683"	"Psma2"	"    19166"
"PSMA3"	"     5684"	"Psma3"	"    19167"
"PSMA4"	"     5685"	"Psma4"	"    26441"
"PSMA5"	"     5686"	"Psma5"	"    26442"
"PSMA6"	"     5687"	"Psma6"	"    26443"
"PSMA8"	"   143471"	"Psma8"	"    73677"
"PSMB1"	"     5689"	"Psmb1"	"    19170"
"PSMB2"	"     5690"	"Psmb2"	"    26445"
"PSMB3"	"     5691"	"Psmb3"	"    26446"
"PSMB4"	"     5692"	"Psmb4"	"    19172"
"PSMB6"	"     5694"	"Psmb6"	"    19175"
"PSMB7"	"     5695"	"Psmb7"	"    19177"
"PSMB9"	"     5698"	"Psmb9"	"    16912"
"PSMC1"	"     5700"	"Psmc1"	"    19179"
"PSMC2"	"     5701"	"Psmc2"	"    19181"
"PSMC3"	"     5702"	"Psmc3"	"    19182"
"PSMC5"	"     5705"	"Psmc5"	"    19184"
"PSMD1"	"     5707"	"Psmd1"	"    70247"
"PSMD2"	"     5708"	"Psmd2"	"    21762"
"PSMD3"	"     5709"	"Psmd3"	"    22123"
"PSMD7"	"     5713"	"Psmd7"	"    17463"
"PSMD9"	"     5715"	"Psmd9"	"    67151"
"PSMD11"	"     5717"	"Psmd11"	"    69077"
"PSMD12"	"     5718"	"Psmd12"	"    66997"
"PSMD13"	"     5719"	"Psmd13"	"    23997"
"PSME3"	"    10197"	"Psme3"	"    19192"
"PTHLH"	"     5744"	"Pthlh"	"    19227"
"PTN"	"     5764"	"Ptn"	"    19242"
"PTPN1"	"     5770"	"Ptpn1"	"    19246"
"PTPN4"	"     5775"	"Ptpn4"	"    19258"
"PTPN9"	"     5780"	"Ptpn9"	"    56294"
"PTPN11"	"     5781"	"Ptpn11"	"    19247"
"PTPRB"	"     5787"	"Ptprb"	"    19263"
"PTPRC"	"     5788"	"Ptprc"	"    19264"
"PTPRG"	"     5793"	"Ptprg"	"    19270"
"PTPRJ"	"     5795"	"Ptprj"	"    19271"
"PTPRR"	"     5801"	"Ptprr"	"    19279"
"PTPRZ1"	"     5803"	"Ptprz1"	"    19283"
"PVALB"	"     5816"	"Pvalb"	"    19293"
"NECTIN1"	"     5818"	"Nectin1"	"    58235"
"ABCD3"	"     5825"	"Abcd3"	"    19299"
"ALDH18A1"	"     5832"	"Aldh18a1"	"    56454"
"PCYT2"	"     5833"	"Pcyt2"	"    68671"
"PYGM"	"     5837"	"Pygm"	"    19309"
"RAD51"	"     5888"	"Rad51"	"    19361"
"RAD51D"	"     5892"	"Rad51d"	"    19364"
"RAP1A"	"     5906"	"Rap1a"	"   109905"
"RAP1GAP"	"     5909"	"Rap1gap"	"   110351"
"RARRES1"	"     5918"	"Rarres1"	"   109222"
"RARRES2"	"     5919"	"Rarres2"	"    71660"
"RASA1"	"     5921"	"Rasa1"	"   218397"
"RASGRF2"	"     5924"	"Rasgrf2"	"    19418"
"RBL1"	"     5933"	"Rbl1"	"    19650"
"RBP1"	"     5947"	"Rbp1"	"    19659"
"RCN2"	"     5955"	"Rcn2"	"    26611"
"RDH5"	"     5959"	"Rdh5"	"    19682"
"NF2"	"     4771"	"Nf2"	"    18016"
"REL"	"     5966"	"Rel"	"    19696"
"RENBP"	"     5973"	"Renbp"	"    19703"
"UPF1"	"     5976"	"Upf1"	"    19704"
"RFC1"	"     5981"	"Rfc1"	"    19687"
"RFC3"	"     5983"	"Rfc3"	"    69263"
"RFX1"	"     5989"	"Rfx1"	"    19724"
"RGS1"	"     5996"	"Rgs1"	"    50778"
"RGS2"	"     5997"	"Rgs2"	"    19735"
"RGS12"	"     6002"	"Rgs12"	"    71729"
"RGS16"	"     6004"	"Rgs16"	"    19734"
"RNF2"	"     6045"	"Rnf2"	"    19821"
"RNASEH1"	"   246243"	"Rnaseh1"	"    19819"
"RNH1"	"     6050"	"Rnh1"	"   107702"
"ABCE1"	"     6059"	"Abce1"	"    24015"
"ROBO1"	"     6091"	"Robo1"	"    19876"
"RPA1"	"     6117"	"Rpa1"	"    68275"
"MRPL12"	"     6182"	"Mrpl12"	"    56282"
"RPN1"	"     6184"	"Rpn1"	"   103963"
"RPN2"	"     6185"	"Rpn2"	"    20014"
"RREB1"	"     6239"	"Rreb1"	"    68750"
"RXRA"	"     6256"	"Rxra"	"    20181"
"S100A3"	"     6274"	"S100a3"	"    20197"
"S100A8"	"     6279"	"S100a8"	"    20201"
"S100A9"	"     6280"	"S100a9"	"    20202"
"S100A10"	"     6281"	"S100a10"	"    20194"
"SAFB"	"     6294"	"Safb"	"   224903"
"SATB1"	"     6304"	"Satb1"	"    20230"
"ATXN2"	"     6311"	"Atxn2"	"    20239"
"CLEC11A"	"     6320"	"Clec11a"	"    20256"
"CCL13"	"     6357"	"Ccl2"	"    20296"
"CCL3L3"	"   414062"	"Ccl3"	"    20302"
"CCL5"	"     6352"	"Ccl5"	"    20304"
"CCL2"	"     6347"	"Ccl12"	"    20293"
"CCL17"	"     6361"	"Ccl17"	"    20295"
"CCL24"	"     6369"	"Ccl24"	"    56221"
"XCL1"	"     6375"	"Xcl1"	"    16963"
"CX3CL1"	"     6376"	"Cx3cl1"	"    20312"
"SDC1"	"     6382"	"Sdc1"	"    20969"
"SDC2"	"     6383"	"Sdc2"	"    15529"
"SDHB"	"     6390"	"Sdhb"	"    67680"
"SDHC"	"     6391"	"Sdhc"	"    66052"
"SELP"	"     6403"	"Selp"	"    20344"
"SELPLG"	"     6404"	"Selplg"	"    20345"
"SELENOW"	"     6415"	"Selenow"	"    20364"
"SFRP1"	"     6422"	"Sfrp1"	"    20377"
"SFRP4"	"     6424"	"Sfrp4"	"    20379"
"SH3BGRL"	"     6451"	"Sh3bgrl"	"    56726"
"SH3BP2"	"     6452"	"Sh3bp2"	"    24055"
"ITSN1"	"     6453"	"Itsn1"	"    16443"
"ST6GAL1"	"     6480"	"St6gal1"	"    20440"
"ST8SIA1"	"     6489"	"St8sia1"	"    20449"
"STIL"	"     6491"	"Stil"	"    20460"
"SLC5A2"	"     6524"	"Slc5a2"	"   246787"
"SLC6A6"	"     6533"	"Slc6a6"	"    21366"
"SLC18A2"	"     6571"	"Slc18a2"	"   214084"
"SLIT1"	"     6585"	"Slit1"	"    20562"
"SLIT3"	"     6586"	"Slit3"	"    20564"
"SLPI"	"     6590"	"Slpi"	"    20568"
"SMARCA2"	"     6595"	"Smarca2"	"    67155"
"SMARCB1"	"     6598"	"Smarcb1"	"    20587"
"SMARCC2"	"     6601"	"Smarcc2"	"    68094"
"SMARCD3"	"     6604"	"Smarcd3"	"    66993"
"SNAPC1"	"     6617"	"Snapc1"	"    75627"
"SNAPC2"	"     6618"	"Snapc2"	"   102209"
"SNAPC4"	"     6621"	"Snapc4"	"   227644"
"SNCG"	"     6623"	"Sncg"	"    20618"
"SNRPA1"	"     6627"	"Snrpa1"	"    68981"
"SNTA1"	"     6640"	"Snta1"	"    20648"
"SNX2"	"     6643"	"Snx2"	"    67804"
"SOAT1"	"     6646"	"Soat1"	"    20652"
"SOD3"	"     6649"	"Sod3"	"    20657"
"SORL1"	"     6653"	"Sorl1"	"    20660"
"SOX4"	"     6659"	"Sox4"	"    20677"
"SP2"	"     6668"	"Sp2"	"    78912"
"SP4"	"     6671"	"Sp4"	"    20688"
"UAP1"	"     6675"	"Uap1"	"   107652"
"SPAG4"	"     6676"	"Spag4"	"   245865"
"SPI1"	"     6688"	"Spi1"	"    20375"
"SPTAN1"	"     6709"	"Sptan1"	"    20740"
"SPTBN1"	"     6711"	"Sptbn1"	"    20742"
"SQLE"	"     6713"	"Sqle"	"    20775"
"SRP19"	"     6728"	"Srp19"	"    66384"
"SRP54"	"     6729"	"Srp54b"	"   665155"
"SRPRA"	"     6734"	"Srpr"	"    67398"
"TRIM21"	"     6737"	"Trim21"	"    20821"
"SSB"	"     6741"	"Ssb"	"    20823"
"SSR1"	"     6745"	"Ssr1"	"   107513"
